0001F	Heart failure assessed
Q1004	Ntiol category 4
Q1005	Ntiol category 5
Q2004	Bladder calculi irrig sol
Q2009	Fosphenytoin, 50 mg
Q2017	Teniposide, 50 mg
Q3001	Brachytherapy Radioelements
Q3014	Telehealth facility fee
Q3019	ALS emer trans no ALS serv
Q3020	ALS nonemer trans no ALS ser
Q3025	IM inj interferon beta 1-a
Q3026	Subc inj interferon beta-1a
Q3031	Collagen skin test
Q4001	Cast sup body cast plaster
Q4002	Cast sup body cast fiberglas
Q4003	Cast sup shoulder cast plstr
Q4004	Cast sup shoulder cast fbrgl
Q4005	Cast sup long arm adult plst
Q4006	Cast sup long arm adult fbrg
Q4007	Cast sup long arm ped plster
Q4008	Cast sup long arm ped fbrgls
Q4009	Cast sup sht arm adult plstr
Q4010	Cast sup sht arm adult fbrgl
Q4011	Cast sup sht arm ped plaster
Q4012	Cast sup sht arm ped fbrglas
Q4013	Cast sup gauntlet plaster
Q4014	Cast sup gauntlet fiberglass
Q4015	Cast sup gauntlet ped plster
Q4016	Cast sup gauntlet ped fbrgls
Q4017	Cast sup lng arm splint plst
Q4018	Cast sup lng arm splint fbrg
Q4019	Cast sup lng arm splnt ped p
Q4020	Cast sup lng arm splnt ped f
Q4021	Cast sup sht arm splint plst
Q4022	Cast sup sht arm splint fbrg
Q4023	Cast sup sht arm splnt ped p
Q4024	Cast sup sht arm splnt ped f
Q4025	Cast sup hip spica plaster
Q4026	Cast sup hip spica fiberglas
Q4027	Cast sup hip spica ped plstr
Q4028	Cast sup hip spica ped fbrgl
Q4029	Cast sup long leg plaster
Q4030	Cast sup long leg fiberglass
Q4031	Cast sup lng leg ped plaster
Q4032	Cast sup lng leg ped fbrgls
Q4033	Cast sup lng leg cylinder pl
Q4034	Cast sup lng leg cylinder fb
Q4035	Cast sup lngleg cylndr ped p
Q4036	Cast sup lngleg cylndr ped f
Q4037	Cast sup shrt leg plaster
Q4038	Cast sup shrt leg fiberglass
Q4039	Cast sup shrt leg ped plster
Q4040	Cast sup shrt leg ped fbrgls
Q4041	Cast sup lng leg splnt plstr
Q4042	Cast sup lng leg splnt fbrgl
Q4043	Cast sup lng leg splnt ped p
Q4044	Cast sup lng leg splnt ped f
Q4045	Cast sup sht leg splnt plstr
Q4046	Cast sup sht leg splnt fbrgl
Q4047	Cast sup sht leg splnt ped p
Q4048	Cast sup sht leg splnt ped f
Q4049	Finger splint, static
Q4050	Cast supplies unlisted
Q4051	Splint supplies misc
Q4079	Natalizumab injection
Q4080	Iloprost inhalation solution
Q9945	LOCM <=149 mg/ml iodine, 1ml
Q9946	LOCM 150-199mg/ml iodine,1ml
Q9947	LOCM 200-249mg/ml iodine,1ml
Q9948	LOCM 250-299mg/ml iodine,1ml
Q9949	LOCM 300-349mg/ml iodine,1ml
Q9950	LOCM 350-399mg/ml iodine,1ml
Q9951	LOCM >= 400 mg/ml iodine,1ml
Q9952	Inj Gad-base MR contrast,1ml
Q9953	Inj Fe-based MR contrast,1ml
Q9954	Oral MR contrast, 100 ml
Q9955	Inj perflexane lip micros,ml
Q9956	Inj octafluoropropane mic,ml
Q9957	Inj perflutren lip micros,ml
Q9958	HOCM <=149 mg/ml iodine, 1ml
Q9959	HOCM 150-199mg/ml iodine,1ml
Q9960	HOCM 200-249mg/ml iodine,1ml
Q9961	HOCM 250-299mg/ml iodine,1ml
Q9962	HOCM 300-349mg/ml iodine,1ml
Q9963	HOCM 350-399mg/ml iodine,1ml
Q9964	HOCM>= 400mg/ml iodine, 1ml
R0070	Transport portable x-ray
R0075	Transport port x-ray multipl
R0076	Transport portable EKG
S0012	Butorphanol tartrate, nasal
S0014	Tacrine hydrochloride, 10 mg
S0017	Injection, aminocaproic acid
S0020	Injection, bupivicaine hydro
S0021	Injection, cefoperazone sod
S0023	Injection, cimetidine hydroc
S0028	Injection, famotidine, 20 mg
S0030	Injection, metronidazole
S0032	Injection, nafcillin sodium
S0034	Injection, ofloxacin, 400 mg
S0039	Injection, sulfamethoxazole
S0040	Injection, ticarcillin disod
S0073	Injection, aztreonam, 500 mg
S0074	Injection, cefotetan disodiu
S0077	Injection, clindamycin phosp
S0078	Injection, fosphenytoin sodi
S0080	Injection, pentamidine iseth
S0081	Injection, piperacillin sodi
S0088	Imatinib 100 mg
S0090	Sildenafil citrate, 25 mg
S0091	Granisetron 1mg
S0092	Hydromorphone 250 mg
S0093	Morphine 500 mg
S0104	Zidovudine, oral, 100 mg
S0106	Bupropion HCL SR 60 tablets
S0108	Mercaptopurine 50 mg
S0109	Methadone oral 5mg
S0116	Bevacizumab 100 mg
S0117	Tretinoin topical 5 g
S0122	Inj menotropins 75 iu
S0126	Inj follitropin alfa 75 iu
S0128	Inj follitropin beta 75 iu
S0132	Inj ganirelix acetat 250 mcg
S0133	Histrelin implant
S0136	Clozapine, 25 mg
S0137	Didanosine, 25 mg
S0138	Finasteride, 5 mg
S0139	Minoxidil, 10 mg
S0140	Saquinavir, 200 mg
S0141	Zalcitabine, 0.375 mg
S0142	Colistimethate inh sol mg
S0143	Aztreonam, inh sol gram
S0145	Peg interferon alfa-2A/180
S0146	Peg interferon alfa-2b/10
S0155	Epoprostenol dilutant
S0156	Exemestane, 25 mg
S0157	Becaplermin gel 1%, 0.5 gm
S0160	Dextroamphetamine
S0161	Calcitrol
S0162	Injection efalizumab
S0164	Injection pantroprazole
S0166	Inj olanzapine 2.5mg
S0167	Inj apomorphine HCl 1mg
S0170	Anastrozole 1 mg
S0171	Bumetanide 0.5 mg
S0172	Chlorambucil 2 mg
S0174	Dolasetron 50 mg
S0175	Flutamide 125 mg
S0176	Hydroxyurea 500 mg
S0177	Levamisole 50 mg
S0178	Lomustine 10 mg
S0179	Megestrol 20 mg
S0181	Ondansetron 4 mg
S0182	Procarbazine 5 mg
S0183	Prochlorperazine 5 mg
S0187	Tamoxifen 10 mg
S0189	Testosterone pellet 75 mg
S0190	Mifepristone, oral, 200 mg
S0191	Misoprostol, oral, 200 mcg
S0194	Vitamin suppl 100 caps
S0195	Pneumo vaccine 5-9 yrs
S0196	Poly-l-lactic acid 1ml face
S0197	Prenatal vitamins 30 day
S0198	Inj pegaptanib 0.3 mg
S0199	Med abortion inc all ex drug
S0201	Partial hospitalization serv
S0207	Paramedicintercep nonhospals
S0208	Paramed intrcept nonvol
S0209	WC van mileage per mi
S0215	Nonemerg transp mileage
S0220	Medical conference by physic
S0221	Medical conference, 60 min
S0250	Comp geriatr assmt team
S0255	Hospice refer visit nonmd
S0257	End of life counseling
S0260	H&P for surgery
S0265	Genetic counsel 15 mins
S0302	Completed EPSDT
S0310	Hospitalist visit
S0315	Disease management program
S0316	Follow-up/reassessment
S0317	Disease mgmt per diem
S0320	RN telephone calls to DMP
S0340	Lifestyle mod 1st stage
S0341	Lifestyle mod 2 or 3 stage
S0342	Lifestyle mod 4th stage
S0390	Rout foot care per visit
S0395	Impression casting ft
S0400	Global eswl kidney
S0500	Dispos cont lens
S0504	Singl prscrp lens
S0506	Bifoc prscp lens
S0508	Trifoc prscrp lens
S0510	Non-prscrp lens
S0512	Daily cont lens
S0514	Color cont lens
S0515	Scleral lens liquid bandage
S0516	Safety frames
S0518	Sunglass frames
S0580	Polycarb lens
S0581	Nonstnd lens
S0590	Misc integral lens serv
S0592	Comp cont lens eval
S0595	New lenses in pts old frame
S0601	Screening proctoscopy
S0605	Digital rectal examination,
S0610	Annual gynecological examina
S0612	Annual gynecological examina
S0613	Ann breast exam
S0618	Audiometry for hearing aid
S0620	Routine ophthalmological exa
S0621	Routine ophthalmological exa
S0622	Phys exam for college
S0625	Digital screening retina
S0630	Removal of sutures
S0800	Laser in situ keratomileusis
S0810	Photorefractive keratectomy
S0812	Phototherap keratect
S0820	Computerized corneal topogra
S1001	Deluxe item
S1002	Custom item
S1015	IV tubing extension set
S1016	Non-pvc intravenous administ
S1025	Inhal nitric oxide neonate
S1030	Gluc monitor purchase
S1031	Gluc monitor rental
S1040	Cranial remolding orthosis
S2053	Transplantation of small int
S2054	Transplantation of multivisc
S2055	Harvesting of donor multivis
S2060	Lobar lung transplantation
S2061	Donor lobectomy (lung)
S2065	Simult panc kidn trans
S2068	Breast DIEP flap reconstruct
S2070	Cysto laser tx ureteral calc
S2075	Lap inc/vent hernia repair
S2076	Lap umbilical hernia repair
S2077	Lap mesh implant hern rep
S2078	Lap supracerv hysterectomy
S2079	Lap esophagomyotomy
S2080	Laup
S2083	Adjustment gastric band
S2095	Transcath emboliz microspher
S2102	Islet cell tissue transplant
S2103	Adrenal tissue transplant
S2107	Adoptive immunotherapy
S2112	Knee arthroscp harv
S2114	Arthrosc sh tenodesis biceps
S2115	Periacetabular osteotomy
S2117	Arthroereisis, subtalar
S2120	Low density lipoprotein(LDL)
S2135	Neurolysis interspace foot
S2140	Cord blood harvesting
S2142	Cord blood-derived stem-cell
S2150	BMT harv/transpl 28d pkg
S2152	Solid organ transpl pkg
S2202	Echosclerotherapy
S2205	Minimally invasive direct co
S2206	Minimally invasive direct co
S2207	Minimally invasive direct co
S2208	Minimally invasive direct co
S2209	Minimally invasive direct co
S2213	Implant gastric stim
S2225	Myringotomy laser-assist
S2230	Implant semi-imp hear
S2235	Implant auditory brain imp
S2250	Uterine artery emboliz
S2260	Induced abortion 17-24 weeks
S2262	Abortion maternal indic>=25w
S2265	Abortion 25-28wks fetal indi
S2266	Abortion 29-31wks fetal indi
S2267	Abortion >=32wks fetal indic
S2300	Arthroscopy, shoulder, surgi
S2340	Chemodenervation of abductor
S2341	Chemodenerv adduct vocal
S2342	Nasal endoscop po debrid
S2348	Decompress disc RF lumbar
S2350	Diskectomy, anterior, with d
S2351	Diskectomy, anterior, with d
S2360	Vertebroplast cerv 1st
S2361	Vertebroplast cerv addl
S2362	Kyphoplasty, first vertebra
S2363	Kyphoplasty, each addl
S2400	Fetal surg congen hernia
S2401	Fetal surg urin trac obstr
S2402	Fetal surg cong cyst malf
S2403	Fetal surg pulmon sequest
S2404	Fetal surg myelomeningo
S2405	Fetal surg sacrococ teratoma
S2409	Fetal surg noc
S2411	Fetoscop laser ther TTTS
S2900	Robotic surgical system
S3000	Bilat dil retinal exam
S3005	Eval self-assess depression
S3600	Stat lab
S3601	Stat lab home/nf
S3620	Newborn metabolic screening
S3625	Maternal triple screen test
S3626	Maternal serum quad screen
S3630	Eosinophil blood count
S3645	HIV-1 antibody testing of or
S3650	Saliva test, hormone level;
S3652	Saliva test, hormone level;
S3655	Antisperm antibodies test
S3701	NMP-22 assay
S3708	Gastrointestinal fat absorpt
S3818	BRCA1 gene anal
S3819	BRCA2 gene anal
S3820	Comp BRCA1/BRCA2
S3822	Sing mutation brst/ovar
S3823	3 mutation brst/ovar
S3828	Comp MLH1 gene
S3829	Comp MLH2 gene
S3830	Gene test HNPCC comp
S3831	Gene test HNPCC single
S3833	Comp APC sequence
S3834	Sing mutation APC
S3835	Gene test cystic fibrosis
S3837	Gene test hemochromato
S3840	DNA analysis RET-oncogene
S3841	Gene test retinoblastoma
S3842	Gene test Hippel-Lindau
S3843	DNA analysis factor v
S3844	DNA analysis deafness
S3845	Gene test alpha-thalassemia
S3846	Gene test beta-thalassemia
S3847	Gene test Tay-Sachs
S3848	Gene test Gaucher
S3849	Gene test Niemann-Pick
S3850	Gene test sickle cell
S3851	Gene test canavan
S3852	DNA analysis APOE alzheimer
S3853	Gene test myo musclr dyst
S3854	Gene profile panel breast
S3890	Fecal DNA analysis
S3900	Surface EMG
S3902	Ballistocardiogram
S3904	Masters two step
S4005	Interim labor facility globa
S4011	IVF package
S4013	Compl GIFT case rate
S4014	Compl ZIFT case rate
S4015	Complete IVF nos case rate
S4016	Frozen IVF case rate
S4017	IVF canc a stim case rate
S4018	F EMB trns canc case rate
S4020	IVF canc a aspir case rate
S4021	IVF canc p aspir case rate
S4022	Asst oocyte fert case rate
S4023	Incompl donor egg case rate
S4025	Donor serv IVF case rate
S4026	Procure donor sperm
S4027	Store prev froz embryos
S4028	Microsurg epi sperm asp
S4030	Sperm procure init visit
S4031	Sperm procure subs visit
S4035	Stimulated IUI case rate
S4036	Intravag cult case rate
S4037	Cryo embryo transf case rate
S4040	Monit store cryo embryo 30 d
S4042	Ovulation mgmt per cycle
S4981	Insert levonorgestrel ius
S4989	Contracept IUD
S4990	Nicotine patch legend
S4991	Nicotine patch nonlegend
S4993	Contraceptive pills for bc
S4995	Smoking cessation gum
S5000	Prescription drug, generic
S5001	Prescription drug,brand name
S5010	5% dextrose and 0.45% saline
S5011	5% dextrose in lactated ring
S5012	5% dextrose with potassium
S5013	5%dextrose/0.45%saline1000ml
S5014	D5W/0.45NS w KCl and MGS04
S5035	HIT routine device maint
S5036	HIT device repair
S5100	Adult daycare services 15min
S5101	Adult day care per half day
S5102	Adult day care per diem
S5105	Centerbased day care perdiem
S5108	Homecare train pt 15 min
S5109	Homecare train pt session
S5110	Family homecare training 15m
S5111	Family homecare train/sessio
S5115	Nonfamily homecare train/15m
S5116	Nonfamily HC train/session
S5120	Chore services per 15 min
S5121	Chore services per diem
S5125	Attendant care service /15m
S5126	Attendant care service /diem
S5130	Homaker service nos per 15m
S5131	Homemaker service nos /diem
S5135	Adult companioncare per 15m
S5136	Adult companioncare per diem
S5140	Adult foster care per diem
S5141	Adult foster care per month
S5145	Child fostercare th per diem
S5146	Ther fostercare child /month
S5150	Unskilled respite care /15m
S5151	Unskilled respitecare /diem
S5160	Emer response sys instal&tst
S5161	Emer rspns sys serv permonth
S5162	Emer rspns system purchase
S5165	Home modifications per serv
S5170	Homedelivered prepared meal
S5175	Laundry serv,ext,prof,/order
S5180	HH respiratory thrpy in eval
S5181	HH respiratory thrpy nos/day
S5185	Med reminder serv per month
S5190	Wellness assessment by nonph
S5199	Personal care item nos each
S5497	HIT cath care noc
S5498	HIT simple cath care
S5501	HIT complex cath care
S5502	HIT interim cath care
S5517	HIT declotting kit
S5518	HIT cath repair kit
S5520	HIT picc insert kit
S5521	HIT midline cath insert kit
S5522	HIT picc insert no supp
S5523	HIP midline cath insert kit
S5550	Insulin rapid 5 u
S5551	Insulin most rapid 5 u
S5552	Insulin intermed 5 u
S5553	Insulin long acting 5 u
S5560	Insulin reuse pen 1.5 ml
S5561	Insulin reuse pen 3 ml
S5565	Insulin cartridge 150 u
S5566	Insulin cartridge 300 u
S5570	Insulin dispos pen 1.5 ml
S5571	Insulin dispos pen 3 ml
S8030	Tantalum ring application
S8035	Magnetic source imaging
S8037	mrcp
S8040	Topographic brain mapping
S8042	MRI low field
S8049	Intraoperative radiation the
S8055	Us guidance fetal reduct
S8075	CAD of digital mammogr
S8080	Scintimammography
S8085	Fluorine-18 fluorodeoxygluco
S8092	Electron beam computed tomog
S8093	CT angiography coronary
S8096	Portable peak flow meter
S8097	Asthma kit
S8100	Spacer without mask
S8101	Spacer with mask
S8110	Peak expiratory flow rate (p
S8120	O2 contents gas cubic ft
S8121	O2 contents liquid lb
S8185	Flutter device
S8186	Swivel adaptor
S8189	Trach supply noc
S8190	Electronic spirometer
S8210	Mucus trap
S8260	Oral orthotic for treatment
S8262	Mandib ortho repos device
S8265	Haberman feeder
S8270	Enuresis alarm
S8301	Infect control supplies NOS
S8415	Supplies for home delivery
S8420	Custom gradient sleev/glov
S8421	Ready gradient sleev/glov
S8422	Custom grad sleeve med
S8423	Custom grad sleeve heavy
S8424	Ready gradient sleeve
S8425	Custom grad glove med
S8426	Custom grad glove heavy
S8427	Ready gradient glove
S8428	Ready gradient gauntlet
S8429	Gradient pressure wrap
S8430	Padding for comprssn bdg
S8431	Compression bandage
S8450	Splint digit
S8451	Splint wrist or ankle
S8452	Splint elbow
S8460	Camisole post-mast
S8490	100 insulin syringes
S8940	Hippotherapy per session
S8948	Low-level laser trmt 15 min
S8950	Complex lymphedema therapy,
S8990	Pt or manip for maint
S8999	Resuscitation bag
S9001	Home uterine monitor with or
S9007	Ultrafiltration monitor
S9015	Automated EEG monitoring
S9022	Digital subtraction angiogra
S9024	Paranasal sinus ultrasound
S9025	Omnicardiogram/cardiointegra
S9034	ESWL for gallstones
S9055	Procuren or other growth fac
S9056	Coma stimulation per diem
S9061	Medical supplies and equipme
S9075	Smoking cessation treatment
S9083	Urgent care center global
S9088	Services provided in urgent
S9090	Vertebral axial decompressio
S9092	Canolith repositioning
S9097	Home visit wound care
S9098	Home phototherapy visit
S9109	CHF telemonitoring month
S9117	Back school visit
S9122	Home health aide or certifie
S9123	Nursing care in home RN
S9124	Nursing care, in the home; b
S9125	Respite care, in the home, p
S9126	Hospice care, in the home, p
S9127	Social work visit, in the ho
S9128	Speech therapy, in the home,
S9129	Occupational therapy, in the
S9131	PT in the home per diem
S9140	Diabetic Management Program,
S9141	Diabetic Management Program,
S9145	Insulin pump initiation
S9150	Evaluation by ocularist
S9208	Home mgmt preterm labor
S9209	Home mgmt PPROM
S9211	Home mgmt gest hypertension
S9212	Hm postpar hyper per diem
S9213	Hm preeclamp per diem
S9214	Hm gest dm per diem
S9325	HIT pain mgmt per diem
S9326	HIT cont pain per diem
S9327	HIT int pain per diem
S9328	HIT pain imp pump diem
S9329	HIT chemo per diem
S9330	HIT cont chem diem
S9331	HIT intermit chemo diem
S9335	HT hemodialysis diem
S9336	HIT cont anticoag diem
S9338	HIT immunotherapy diem
S9339	HIT periton dialysis diem
S9340	HIT enteral per diem
S9341	HIT enteral grav diem
S9342	HIT enteral pump diem
S9343	HIT enteral bolus nurs
S9345	HIT anti-hemophil diem
S9346	HIT alpha-1-proteinas diem
S9347	HIT longterm infusion diem
S9348	HIT sympathomim diem
S9349	HIT tocolysis diem
S9351	HIT cont antiemetic diem
S9353	HIT cont insulin diem
S9355	HIT chelation diem
S9357	HIT enzyme replace diem
S9359	HIT anti-tnf per diem
S9361	HIT diuretic infus diem
S9363	HIT anti-spasmotic diem
S9364	HIT tpn total diem
S9365	HIT tpn 1 liter diem
S9366	HIT tpn 2 liter diem
S9367	HIT tpn 3 liter diem
S9368	HIT tpn over 3l diem
S9370	HT inj antiemetic diem
S9372	HT inj anticoag diem
S9373	HIT hydra total diem
S9374	HIT hydra 1 liter diem
S9375	HIT hydra 2 liter diem
S9376	HIT hydra 3 liter diem
S9377	HIT hydra over 3l diem
S9379	HIT noc per diem
S9381	HIT high risk/escort
S9401	Anticoag clinic per session
S9430	Pharmacy comp/disp serv
S9434	Mod solid food suppl
S9435	Medical foods for inborn err
S9436	Lamaze class
S9437	Childbirth refresher class
S9438	Cesarean birth class
S9439	VBAC class
S9441	Asthma education
S9442	Birthing class
S9443	Lactation class
S9444	Parenting class
S9445	PT education noc individ
S9446	PT education noc group
S9447	Infant safety class
S9449	Weight mgmt class
S9451	Exercise class
S9452	Nutrition class
S9453	Smoking cessation class
S9454	Stress mgmt class
S9455	Diabetic Management Program,
S9460	Diabetic Management Program,
S9465	Diabetic Management Program,
S9470	Nutritional counseling, diet
S9472	Cardiac rehabilitation progr
S9473	Pulmonary rehabilitation pro
S9474	Enterostomal therapy by a re
S9475	Ambulatory setting substance
S9476	Vestibular rehab per diem
S9480	Intensive outpatient psychia
S9482	Family stabilization 15 min
S9484	Crisis intervention per hour
S9485	Crisis intervention mental h
S9490	HIT corticosteroid/diem
S9494	HIT antibiotic total diem
S9497	HIT antibiotic q3h diem
S9500	HIT antibiotic q24h diem
S9501	HIT antibiotic q12h diem
S9502	HIT antibiotic q8h diem
S9503	HIT antibiotic q6h diem
S9504	HIT antibiotic q4h diem
S9529	Venipuncture home/snf
S9537	HT hem horm inj diem
S9538	HIT blood products diem
S9542	HT inj noc per diem
S9558	HT inj growth horm diem
S9559	HIT inj interferon diem
S9560	HT inj hormone diem
S9562	HT inj palivizumab diem
S9590	HT irrigation diem
S9810	HT pharm per hour
S9900	Christian Sci Pract visit
S9970	Health club membership yr
S9975	Transplant related per diem
S9976	Lodging per diem
S9977	Meals per diem
S9981	Med record copy admin
S9982	Med record copy per page
S9986	Not medically necessary svc
S9988	Serv part of phase I trial
S9989	Services outside US
S9990	Services provided as part of
S9991	Services provided as part of
S9992	Transportation costs to and
S9994	Lodging costs (e.g. hotel ch
S9996	Meals for clinical trial par
S9999	Sales tax
T1000	Private duty/independent nsg
T1001	Nursing assessment/evaluatn
T1002	RN services up to 15 minutes
